Code,Division,Code,District,Code,Upazila/City Corporation,Code,Union / Municipality / City Corporation Ward
40,Khulna,50,KUSHTIA,94,MIRPUR,179,CHHATIAN
45,Mymensingh,89,SHERPUR,70,NALITABARI,561,NAYABIL
50,Rajshahi,10,BOGRA,85,SHAJAHANPUR,109,AMRUL
40,Khulna,50,KUSHTIA,39,DAULATPUR,178,CHILMARI
10,Barisal,9,BHOLA,25,CHARFASSON,562,NURABAD
30,Dhaka,59,MUNSHIGANJ,24,GAZARIA,319,GUAGACHHIA
60,Sylhet,58,MOULVIBAZAR,83,SREEMANGAL,75,SREEMANGAL POURASABHA
40,Khulna,65,NARAIL,28,KALIA,716,SALAMABAD
10,Barisal,6,BARISAL,94,UJIRPUR,718,SHIKARPUR
50,Rajshahi,81,RAJSHAHI,94,TANORE,70,MUNDUMALA POURASABHA
30,Dhaka,54,MADARIPUR,40,KALKINI,178,CHAR DAULATKHAN
50,Rajshahi,88,SIRAJGANJ,61,RAYGANJ,176,CHANDAIKONA
50,Rajshahi,10,BOGRA,94,SHIBGANJ,143,BIHAR
20,Chittagong,75,NOAKHALI,47,KABIRHAT,219,DHANSHALIK
50,Rajshahi,38,JOYPURHAT,58,KALAI,109,AHMMEDABAD
30,Dhaka,26,DHAKA,18,DOHAR,60,DOHAR POURASABHA
10,Barisal,6,BARISAL,62,MEHENDIGANJ,783,ULANIA
20,Chittagong,15,CHITTAGONG,70,RANGUNIA,630,POMARA
20,Chittagong,84,RANGAMATI,75,NANIARCHAR,706,SABEKKHYONG
55,Rangpur,77,PANCHAGARH,25,BODA,151,BENGHARI BANAGRAM
45,Mymensingh,61,MYMENSINGH,16,DHOBAURA,310,GAMARITALA
20,Chittagong,22,COXS BAZAR,24,COXS BAZAR SADAR,446,KHURUSHKUL
30,Dhaka,26,DHAKA,72,SAVAR,729,SHIMULIA
40,Khulna,55,MAGURA,66,MOHAMMADPUR,509,MOHAMMADPUR
10,Barisal,4,BARGUNA,28,BARGUNA SADAR,143,BADARKHALI
60,Sylhet,91,SYLHET,94,ZAKIGANJ,142,BARAHAL
50,Rajshahi,76,PABNA,83,SUJANAGAR,676,RANINAGAR
55,Rangpur,32,GAIBANDHA,88,SAGHATA,512,MUKTINAGAR
40,Khulna,55,MAGURA,57,MAGURA SADAR,515,MAGHI
40,Khulna,47,KHULNA,53,KOYRA,143,BAGALI
40,Khulna,50,KUSHTIA,39,DAULATPUR,212,DAULATPUR
55,Rangpur,52,LALMONIRHAT,33,HATIBANDHA,151,BHELAGURI
30,Dhaka,35,GOPALGANJ,58,MUKSUDPUR,65,MUKSUDPUR POURASABHA
55,Rangpur,94,THAKURGAON,51,HARIPUR,109,AMGAON
50,Rajshahi,64,NAOGAON,75,PATNITALA,118,AMAIR
10,Barisal,4,BARGUNA,28,BARGUNA SADAR,613,PHULJHURI
40,Khulna,1,BAGERHAT,60,MORELGANJ,515,MORELGANJ
20,Chittagong,51,LAKSHMIPUR,33,KAMALNAGAR,610,PATARIR HAT
55,Rangpur,32,GAIBANDHA,21,FULCHHARI,443,KANCHIPARA
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,27,WARD NO. 27 (63) (PART)
20,Chittagong,15,CHITTAGONG,33,FATIKCHHARI,414,JAFATNAGAR
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,9,WARD NO. 09
30,Dhaka,93,TANGAIL,66,MIRZAPUR,70,MIRZAPUR POURASABHA
45,Mymensingh,61,MYMENSINGH,24,HALUAGHAT,722,SWADESHI
20,Chittagong,30,FENI,41,FULGAZI,109,AMJADHAT
45,Mymensingh,61,MYMENSINGH,24,HALUAGHAT,152,BILDORA
30,Dhaka,59,MUNSHIGANJ,56,MUNSHIGANJ SADAR,109,ADHARA
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,316,GAREYA
20,Chittagong,84,RANGAMATI,7,BAGHAICHHARI,709,SAJEK
30,Dhaka,86,SHARIATPUR,65,NARIA,414,JAPSA
20,Chittagong,84,RANGAMATI,29,BELAICHHARI,276,FARUA
55,Rangpur,27,DINAJPUR,38,FULBARI,244,ELUARI
60,Sylhet,91,SYLHET,50,SYLHET CITY CORPORATION,7,WARD NO. 07
55,Rangpur,32,GAIBANDHA,21,FULCHHARI,783,URIA
50,Rajshahi,70,CHAPAINABABGANJ,88,SHIBGANJ,176,CHAK KIRTI
40,Khulna,65,NARAIL,52,LOHAGARA,208,DIGHALIA
50,Rajshahi,88,SIRAJGANJ,94,ULLAPARA,611,PANCHAKROSHI
45,Mymensingh,89,SHERPUR,70,NALITABARI,142,BAGHBER
20,Chittagong,13,CHANDPUR,76,MATLAB DAKKHIN,208,DAKKHIN NAYERGAON
20,Chittagong,75,NOAKHALI,87,NOAKHALI SADAR,127,ASHWADIA
10,Barisal,42,JHALOKATI,43,KANTHALIA,708,SHOULAJALIA
40,Khulna,18,CHUADANGA,7,ALAMDANGA,313,GANGNI
50,Rajshahi,88,SIRAJGANJ,50,KAZIPUR,545,NATUARPARA
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,215,DHALA
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,731,SHUKHAN PUKHRI
10,Barisal,4,BARGUNA,9,FAKIRKHALI,127,ATHAROGACHHIA
10,Barisal,42,JHALOKATI,43,KANTHALIA,608,PATIKHALGHATA
60,Sylhet,58,MOULVIBAZAR,80,RAJNAGAR,274,FATEPUR
30,Dhaka,82,RAJBARI,29,GOALANDA,218,DEBAGRAM
30,Dhaka,86,SHARIATPUR,69,SHARIATPUR SADAR,109,ANGARIA
30,Dhaka,86,SHARIATPUR,69,SHARIATPUR SADAR,66,SHARIATPUR POURASABHA
30,Dhaka,29,FARIDPUR,10,BHANGA,186,CHUMURDI
10,Barisal,78,PATUAKHALI,55,DUMKI,707,SREERAMPUR
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,27,WARD NO. 27
30,Dhaka,86,SHARIATPUR,94,ZAJIRA,142,BARA GOPALPUR
30,Dhaka,26,DHAKA,20,DHAKA SOUTH CITY CORPORATION,56,WARD NO. 56 (92)
45,Mymensingh,61,MYMENSINGH,22,GAFARGAON,689,RASULPUR
20,Chittagong,19,COMILLA,72,LAKSAM,309,GOBINDAPUR
30,Dhaka,29,FARIDPUR,47,FARIDPUR SADAR,311,GERDA
30,Dhaka,59,MUNSHIGANJ,94,TONGIBARI,714,SONARANG TONGIBARI
20,Chittagong,12,BRAHMANBARIA,90,NASIRNAGAR,313,GOALNAGAR
45,Mymensingh,61,MYMENSINGH,13,BHALUKA,211,DAKATIA
60,Sylhet,90,SUNAMGANJ,89,SUNAMGANJ SADAR,441,KATHAIR
40,Khulna,47,KHULNA,75,RUPSA,740,TILAK SWALPA BAHIRDIA
20,Chittagong,19,COMILLA,31,CHAUDDAGRAM,109,ALKARA
20,Chittagong,19,COMILLA,9,BARURA,154,BHAUKSAR
40,Khulna,50,KUSHTIA,63,KHOKSA,577,OSMANPUR
50,Rajshahi,10,BOGRA,27,DHUNAT,30,DHUNAT POURASABHA
30,Dhaka,54,MADARIPUR,54,MADARIPUR SADAR,717,SHIRKHARA
20,Chittagong,15,CHITTAGONG,18,CHANDANAISH,220,DOHAZARI
30,Dhaka,29,FARIDPUR,56,MADHUKHALI,143,BAGAT
50,Rajshahi,70,CHAPAINABABGANJ,66,CHAPAINAWABGANJ SADAR,213,DEBINAGAR
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,14,WARD NO. 14
55,Rangpur,49,KURIGRAM,8,RAJIBPUR,439,KODALKATI
20,Chittagong,12,BRAHMANBARIA,90,NASIRNAGAR,331,GUNIAUK
10,Barisal,9,BHOLA,29,DAULATKHAN,510,MADANPUR
45,Mymensingh,61,MYMENSINGH,65,MUKTAGACHHA,219,DULLA
10,Barisal,9,BHOLA,54,LALMOHAN,611,PASHCHIM CHAR UMED
10,Barisal,42,JHALOKATI,40,JHALOKATHI SADAR,452,KIRTIPASHA
30,Dhaka,59,MUNSHIGANJ,44,LOUHAJANG,151,BOULTALI
20,Chittagong,12,BRAHMANBARIA,63,KASBA,461,KHARERA
30,Dhaka,56,MANIKGANJ,70,SATURIA,228,DIGHULIA
20,Chittagong,22,COXS BAZAR,24,COXS BAZAR SADAR,66,COXS BAZAR POURASABHA
30,Dhaka,68,NARSINGDI,63,PALASH,175,CHAR SINDUR
45,Mymensingh,39,JAMALPUR,15,DEWANGANJ,346,HATIBHANGA
20,Chittagong,19,COMILLA,27,CHANDINA,413,JOAG
30,Dhaka,82,RAJBARI,7,BALIAKANDI,409,JAMALPUR
10,Barisal,6,BARISAL,50,BARISAL CITY CORPORATION,7,WARD NO. 07
30,Dhaka,86,SHARIATPUR,65,NARIA,280,FATEJANGAPUR
45,Mymensingh,89,SHERPUR,88,SHERPUR SADAR,448,KAMARERCHAR
40,Khulna,18,CHUADANGA,55,JIBANNAGAR,143,BANKA
60,Sylhet,91,SYLHET,59,KANAIGHAT,408,JHINGABARI
10,Barisal,42,JHALOKATI,73,NALCHHITY,677,RANAPASHA
20,Chittagong,13,CHANDPUR,76,MATLAB DAKKHIN,441,KHADERGAON
45,Mymensingh,72,NETRAKONA,4,ATPARA,715,SUKHARI
10,Barisal,79,PIROJPUR,87,NESARABAD (SWARUPKATHI),143,BALDIA
30,Dhaka,93,TANGAIL,23,DELDUAR,279,FAZILHATI
20,Chittagong,13,CHANDPUR,95,SHAHRASTI,175,CHITOSHI PASHCHIM
50,Rajshahi,64,NAOGAON,69,NIAMATPUR,343,HAJINAGAR
55,Rangpur,27,DINAJPUR,60,KHANSAMA,109,ALOKJHARI
30,Dhaka,26,DHAKA,72,SAVAR,162,BIRULIA
50,Rajshahi,64,NAOGAON,47,MANDA,470,KUSUMBA
40,Khulna,55,MAGURA,95,SREEPUR,708,SABDALPUR
30,Dhaka,56,MANIKGANJ,70,SATURIA,279,FUKURHATI
40,Khulna,87,SATKHIRA,90,TALA,208,DHANDIA
30,Dhaka,56,MANIKGANJ,78,SHIBALAY,705,SHIBALAY
30,Dhaka,35,GOPALGANJ,32,GOPALGANJ SADAR,797,URFI
50,Rajshahi,10,BOGRA,6,ADAMDIGHI,442,KUNDAGRAM
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,8,WARD NO. 08
20,Chittagong,12,BRAHMANBARIA,13,BRAHMANBARIA SADAR,517,MAJLISHPUR
55,Rangpur,73,NILPHAMARI,36,JALDHAKA,444,KAIMARI
20,Chittagong,13,CHANDPUR,79,MATLAB UTTAR,28,CHHENGARCHAR POURASABHA
55,Rangpur,49,KURIGRAM,61,NAGESHWARI,453,KALIGANJ
40,Khulna,1,BAGERHAT,77,SHARANKHOLA,997,SUNDARBAN (RESERVE FOREST)
10,Barisal,4,BARGUNA,9,CHAR TAJEM,118,ARPANGASHIA
55,Rangpur,32,GAIBANDHA,67,PALASHBARI,510,MAHADIPUR
40,Khulna,47,KHULNA,33,KHULNA CITY CORPORATION,29,WARD NO. 29
50,Rajshahi,76,PABNA,16,BERA,611,PURAN BHARENGA
20,Chittagong,15,CHITTAGONG,16,CHITTAGONG  CITY CORPORATION,15,WARD NO. 15
30,Dhaka,48,KISHOREGANJ,27,HOSSAINPUR,707,SHAHEDAL
50,Rajshahi,69,NATORE,63,NATORE SADAR,176,CHHATNI
20,Chittagong,12,BRAHMANBARIA,13,BRAHMANBARIA SADAR,609,PURBA TALSHAHAR
50,Rajshahi,69,NATORE,15,BARAIGRAM,142,BARAIGRAM
45,Mymensingh,72,NETRAKONA,9,BARHATTA,178,CHIRAM
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,3,WARD NO. 03
50,Rajshahi,10,BOGRA,27,DHUNAT,185,CHOUKIBARI
20,Chittagong,3,BANDARBAN,14,BANDARBAN SADAR,672,RAJBILA
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,18,WARD NO. 18
20,Chittagong,75,NOAKHALI,7,BEGUMGANJ,683,RAJGANJ
60,Sylhet,90,SUNAMGANJ,18,BISHWAMBHARPUR,276,FATEHPUR
20,Chittagong,15,CHITTAGONG,70,RANGUNIA,343,HOSNABAD
30,Dhaka,29,FARIDPUR,56,MADHUKHALI,680,RAYPUR
55,Rangpur,32,GAIBANDHA,30,GOBINDAGANJ,208,DARBASTA
20,Chittagong,75,NOAKHALI,7,BEGUMGANJ,414,JIRTALI
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,5,WARD NO. 05
50,Rajshahi,64,NAOGAON,28,DHAMOIRHAT,30,DHAMOIRHAT POURASABHA
20,Chittagong,15,CHITTAGONG,82,SATKANIA,211,DHARMAPUR
20,Chittagong,12,BRAHMANBARIA,2,AKHAURA,22,AKHAURA POURASABHA
55,Rangpur,27,DINAJPUR,17,BIROL,688,RANIPUKUR
55,Rangpur,27,DINAJPUR,43,GHORAGHAT,606,PALSHA
30,Dhaka,26,DHAKA,62,NAWABGANJ,170,BARUAKHALI
50,Rajshahi,64,NAOGAON,3,ATRAI,152,BISHA
30,Dhaka,48,KISHOREGANJ,6,BAJITPUR,446,KAILAG
30,Dhaka,48,KISHOREGANJ,49,KISHOREGANJ SADAR,410,JASHODAL
20,Chittagong,19,COMILLA,9,BARURA,180,CHITADDA
30,Dhaka,86,SHARIATPUR,94,ZAJIRA,169,BILASPUR
10,Barisal,78,PATUAKHALI,76,MIRZAGANJ,441,KAKRABUNIA
10,Barisal,9,BHOLA,25,CHARFASSON,351,HAZARIGANJ
60,Sylhet,90,SUNAMGANJ,23,CHHATAK,448,KALARUKA
40,Khulna,65,NARAIL,76,NARAIL SADAR,66,NARAIL POURASABHA
30,Dhaka,35,GOPALGANJ,32,GOPALGANJ SADAR,346,HARIDASPUR
40,Khulna,41,JESSORE,23,JHIKARGACHHA,544,NABHARAN
20,Chittagong,19,COMILLA,74,MANOHARGANJ,443,KHILA
40,Khulna,1,BAGERHAT,8,BAGERHAT SADAR,151,BEMARTA
10,Barisal,9,BHOLA,25,CHARFASSON,688,RASULPUR
45,Mymensingh,72,NETRAKONA,83,PURBADHALA,447,KHALISHAUR
40,Khulna,44,JHENAIDAH,33,KALIGANJ,407,JAMAL
50,Rajshahi,64,NAOGAON,47,MANDA,548,NURULLABAD
50,Rajshahi,81,RAJSHAHI,12,BAGMARA,449,KACHARI KOALIPARA
20,Chittagong,22,COXS BAZAR,16,CHAKARIA,169,BHEOLA MANIKCHAR
20,Chittagong,51,LAKSHMIPUR,65,RAMGANJ,75,RAMGANJ POURASABHA
40,Khulna,87,SATKHIRA,82,SATKHIRA SADAR,282,FINGRI
50,Rajshahi,81,RAJSHAHI,66,RAJSHAHI CITY CORPORATION,30,WARD NO. 30
30,Dhaka,29,FARIDPUR,84,SADARPUR,186,CHAR MANAIR
20,Chittagong,15,CHITTAGONG,86,SITAKUNDA,169,BARAIYADHALA
20,Chittagong,30,FENI,29,FENI SADAR,480,LEMUA
20,Chittagong,15,CHITTAGONG,53,MIRSARAI,454,KATACHHARA
20,Chittagong,46,KHAGRACHHARI,43,DIGHINALA,509,MERUNG
50,Rajshahi,64,NAOGAON,86,SAPAHAR,109,AIHAI
45,Mymensingh,89,SHERPUR,70,NALITABARI,407,JOGANIA
30,Dhaka,82,RAJBARI,29,GOALANDA,772,UJANCHAR
20,Chittagong,22,COXS BAZAR,90,TEKNAF,142,BAHARCHHARA
55,Rangpur,85,RANGPUR,42,KAUNIA,449,KURSHA
40,Khulna,1,BAGERHAT,56,MOLLAHAT,443,KODALIA
60,Sylhet,90,SUNAMGANJ,29,DERAI,452,KULANJ
50,Rajshahi,76,PABNA,83,SUJANAGAR,509,MANIKHAT
40,Khulna,47,KHULNA,30,DUMURIA,678,RAGUNATHPUR
55,Rangpur,32,GAIBANDHA,82,SADULLAPUR,219,DHAPERHAT
40,Khulna,50,KUSHTIA,94,MIRPUR,153,BARUIPARA
20,Chittagong,3,BANDARBAN,73,NAIKKHONGCHHARI,706,SONAICHHARI
10,Barisal,9,BHOLA,25,CHARFASSON,207,CHAR MANIKA
30,Dhaka,26,DHAKA,38,KERANIGANJ,755,TEGHARIA
55,Rangpur,27,DINAJPUR,69,NABABGANJ,310,GOLAPGANJ
30,Dhaka,67,NARAYANGANJ,44,NARAYANGANJ CITY CORPORATION,21,WARD NO. 21
50,Rajshahi,10,BOGRA,95,SONATALA,142,BALUA
45,Mymensingh,61,MYMENSINGH,20,FULBARIA,446,KALADAHA
60,Sylhet,90,SUNAMGANJ,86,SHALLA,342,HABIBPUR
50,Rajshahi,76,PABNA,22,CHATMOHAR,210,DANTIA BAMANGRAM
20,Chittagong,19,COMILLA,54,HOMNA,109,ASADPUR
50,Rajshahi,76,PABNA,33,FARIDPUR,151,BRI LAHIRIBARI
20,Chittagong,19,COMILLA,94,TITAS,510,MAJITPUR
50,Rajshahi,69,NATORE,41,GURUDASPUR,40,GURUDASPUR POURASABHA
50,Rajshahi,88,SIRAJGANJ,94,ULLAPARA,160,BARAHAR
40,Khulna,1,BAGERHAT,73,RAMPAL,686,RAMPAL
30,Dhaka,48,KISHOREGANJ,76,NIKLI,209,DAMPARA
40,Khulna,55,MAGURA,57,MAGURA SADAR,109,ATHAROKHADA
30,Dhaka,86,SHARIATPUR,65,NARIA,160,BIJHARI
30,Dhaka,33,GAZIPUR,33,GAZIPUR CITY CORPORATION,42,WARD NO. 42
10,Barisal,78,PATUAKHALI,66,KALAPARA,185,CHAMPAPUR
30,Dhaka,29,FARIDPUR,62,NAGARKANDA,80,NAGARKANDA POURASABHA
40,Khulna,41,JESSORE,38,KESHABPUR,308,GOURIGHONA
10,Barisal,4,BARGUNA,28,BARGUNA SADAR,445,KEORABANIA
20,Chittagong,15,CHITTAGONG,37,HATHAZARI,349,HATHAZARI
40,Khulna,41,JESSORE,9,BAGHARPARA,545,NARIKELBARIA
40,Khulna,1,BAGERHAT,60,MORELGANJ,179,CHINGRAKHALI
30,Dhaka,33,GAZIPUR,86,SREEPUR,142,BARMI
20,Chittagong,19,COMILLA,73,LALMAI,169,BELGHAR DAKKHIN
30,Dhaka,56,MANIKGANJ,82,SINGAIR,212,DHALLA
10,Barisal,79,PIROJPUR,90,ZIANAGAR,605,PARERHAT
45,Mymensingh,39,JAMALPUR,85,SARISHABARI,710,SATPOA
20,Chittagong,46,KHAGRACHHARI,49,KHAGRACHHARI SADAR,308,GOLABARI
20,Chittagong,3,BANDARBAN,14,BANDARBAN SADAR,740,TANKABATI
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,551,NARGUN
50,Rajshahi,64,NAOGAON,3,ATRAI,710,SAHAGOLA
60,Sylhet,36,HABIGANJ,2,AJMIRIGANJ,143,BADALPUR
45,Mymensingh,39,JAMALPUR,7,BAKSHIGANJ,509,MERURCHAR
50,Rajshahi,81,RAJSHAHI,94,TANORE,441,KALMA
20,Chittagong,3,BANDARBAN,4,ALIKADAM,442,KURUKPATA
55,Rangpur,27,DINAJPUR,77,PARBATIPUR,360,HARIRAMPUR
30,Dhaka,93,TANGAIL,95,TANGAIL SADAR,345,HUGRA
40,Khulna,41,JESSORE,61,MANIRAMPUR,353,HARIHARNAGAR
55,Rangpur,73,NILPHAMARI,36,JALDHAKA,513,MIRGANJ
20,Chittagong,15,CHITTAGONG,16,CHITTAGONG  CITY CORPORATION,6,WARD NO. 06
60,Sylhet,90,SUNAMGANJ,32,DHARMAPASHA,719,SUKHAIR
45,Mymensingh,61,MYMENSINGH,72,NANDAIL,520,MUSHULI
40,Khulna,18,CHUADANGA,31,DAMURHUDA,408,JURANPUR
30,Dhaka,29,FARIDPUR,3,ALFADANGA,741,TAGARBANDA
40,Khulna,18,CHUADANGA,55,JIBANNAGAR,442,KDK
40,Khulna,44,JHENAIDAH,14,HARINAKUNDU,609,PHALSI
10,Barisal,78,PATUAKHALI,95,PATUAKHALI SADAR,489,LOHALIA
30,Dhaka,29,FARIDPUR,90,SALTHA,152,BHAWAL
60,Sylhet,58,MOULVIBAZAR,83,SREEMANGAL,441,KALAPUR
30,Dhaka,67,NARAYANGANJ,58,NARAYANGANJ SADAR,311,GOGNAGAR
20,Chittagong,3,BANDARBAN,51,LAMA,310,GAJALIA
20,Chittagong,75,NOAKHALI,7,BEGUMGANJ,718,SHARIFPUR
20,Chittagong,19,COMILLA,74,MANOHARGANJ,142,BAISHGAON
30,Dhaka,68,NARSINGDI,60,NARSINGDI SADAR,716,SHILMANDI
55,Rangpur,94,THAKURGAON,94,THAKURGAON SADAR,118,AKHANAGAR
10,Barisal,79,PIROJPUR,80,PIROJPUR SADAR,724,SHIKDAR MALLIK
10,Barisal,6,BARISAL,32,GAURNADI,543,NALCHIRA
20,Chittagong,46,KHAGRACHHARI,47,GUIMARA,705,SINDUKCHHARI
20,Chittagong,15,CHITTAGONG,16,CHITTAGONG  CITY CORPORATION,13,WARD NO. 13
10,Barisal,42,JHALOKATI,73,NALCHHITY,450,KUSHANGAL
60,Sylhet,90,SUNAMGANJ,50,JAMALGANJ,275,FENARBANK
20,Chittagong,12,BRAHMANBARIA,13,BRAHMANBARIA SADAR,719,SUHILPUR
30,Dhaka,59,MUNSHIGANJ,94,TONGIBARI,145,BETKA
10,Barisal,79,PIROJPUR,58,MATHBARIA,109,AMRAGACHHIA
40,Khulna,87,SATKHIRA,4,ASHASHUNI,118,ASHASHUNI
60,Sylhet,36,HABIGANJ,71,MADHABPUR,180,CHHATIAIN
55,Rangpur,94,THAKURGAON,51,HARIPUR,152,BHATURIA
40,Khulna,65,NARAIL,76,NARAIL SADAR,730,SHINGASHOLPUR
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,1,WARD NO. 01
40,Khulna,47,KHULNA,17,DACOPE,151,BANISHANTA
60,Sylhet,58,MOULVIBAZAR,14,BARALEKHA,219,DAKKHINBHAG (DAKKHIN)
55,Rangpur,85,RANGPUR,75,RANGPUR CITY CORPORATION,32,WARD NO. 32
20,Chittagong,15,CHITTAGONG,33,FATIKCHHARI,728,SUABIL
60,Sylhet,36,HABIGANJ,68,LAKHAI,142,BAMAI
45,Mymensingh,89,SHERPUR,70,NALITABARI,509,MARICHPURAN
30,Dhaka,35,GOPALGANJ,43,KASHIANI,621,PUISHUR
50,Rajshahi,81,RAJSHAHI,72,PABA,370,HUJURIPARA
30,Dhaka,93,TANGAIL,57,MADHUPUR,109,ALOKDIA
20,Chittagong,15,CHITTAGONG,4,ANWARA,109,ANWARA
55,Rangpur,94,THAKURGAON,86,RANISHANKAIL,476,LEHEMBA
60,Sylhet,58,MOULVIBAZAR,83,SREEMANGAL,450,KALIGHAT
40,Khulna,47,KHULNA,33,KHULNA CITY CORPORATION,5,WARD NO. 05
10,Barisal,79,PIROJPUR,80,PIROJPUR SADAR,440,KADAMTALA
60,Sylhet,36,HABIGANJ,71,MADHABPUR,215,DHARMAGHAR
45,Mymensingh,72,NETRAKONA,38,KHALIAJURI,450,KRISHNAPUR
30,Dhaka,56,MANIKGANJ,78,SHIBALAY,783,UTHALI
55,Rangpur,77,PANCHAGARH,73,PANCHAGARH SADAR,712,SATMERA
40,Khulna,47,KHULNA,33,KHULNA CITY CORPORATION,3,WARD NO. 03
10,Barisal,78,PATUAKHALI,38,BAUPHAL,143,BAGA
50,Rajshahi,70,CHAPAINABABGANJ,37,GOMASTAPUR,609,PARBATIPUR
30,Dhaka,56,MANIKGANJ,70,SATURIA,210,DARAGRAM
50,Rajshahi,88,SIRAJGANJ,50,KAZIPUR,712,SHUBHAGACHHA
